,Human,BLEU-1,BLEU-4,ROUGE-L,METEOR,CIDEr,BERTScore,BLEU-1-KPQA,ROUGE-L-KPQA,BERTScore-KPQA
179,3.4,0.09048374178549932,6.038970631977915e-13,0.09442724458204334,0.05851444121352669,0.1577483877150568,0.5100783705711365,0.14657455939087585,0.19020346940322883,0.5672921538352966
180,3.5,0.5643211497389692,5.8118508138094164e-05,0.6069651741293532,0.32166307206890604,2.7464664305263247,0.8052095174789429,0.4886964802293301,0.6651366336857409,0.8894166946411133
181,2.5,0.4545454545041323,5.01257871520395e-09,0.384251968503937,0.19323408066165243,1.2213084964876566,0.6290075778961182,0.38201301106124474,0.27323887355823234,0.6806025505065918
182,5.0,0.8571428568979593,0.8091067113010008,0.8571428571428571,0.5279124806700477,7.1375831029573895,0.9020779132843018,0.9923082456284504,0.9935052236988701,0.9950872659683228
183,2.6,0.25773347948218134,5.1837418805413775e-09,0.3070469798657718,0.0945766442001026,0.646019705988685,0.4969697892665863,0.2391239777115163,0.21518544472383422,0.5534342527389526
184,2.6,0.6618726767729786,0.5169731538751627,0.6984732824427481,0.37815537666471705,4.8277918707622645,0.825343668460846,0.9001864026791053,1.0181006849276544,0.9611113667488098
185,1.625,0.15163266489025035,8.783602618320613e-13,0.1930379746835443,0.07932682064587201,0.3354825767459667,0.5735251307487488,0.03424058717417146,0.195575766829737,0.494968056678772
186,4.75,0.3715190997867868,6.701444468735928e-09,0.3952483801295896,0.3176267593885047,1.104480644722413,0.6856913566589355,0.8077322615332152,0.8258804604706004,0.9181725978851318
187,4.75,0.7499999999062501,0.5779390906137181,0.8798076923076923,0.4936714885179634,5.3502109284578445,0.8856010437011719,0.8424958262900585,1.2908766925472337,0.9501549005508423
188,4.25,0.8749999998906252,0.5946035574070382,0.9446902654867256,0.5120309542150457,5.707140382890181,0.9262872338294983,0.9139232864969861,0.9739351007285166,0.9511067271232605
189,3.6666666666666665,0.33333333331111115,2.6012784402097693e-05,0.3779429987608426,0.26287212049557135,1.1175835104968421,0.6463750600814819,0.6719082387187137,0.5967489533704657,0.8124995827674866
190,2.2,0.33453839274073455,2.643861059120535e-05,0.45658682634730546,0.11859157500631336,0.5180331092161115,0.5123873949050903,0.33825400019825796,0.40685029191093997,0.6273061633110046
