,Human,BLEU-1,BLEU-4,ROUGE-L,METEOR,CIDEr,BERTScore,BLEU-1-KPQA,ROUGE-L-KPQA,BERTScore-KPQA
0,4.666666666666667,0.29958397526835495,0.2604857000668349,0.5457256461232605,0.3054768658342608,0.9868918849242794,0.8403574824333191,0.3932407123103295,0.5845406234004265,0.8001931309700012
1,3.5,0.5745215998552882,0.5429138014009837,0.72459304883414,0.3854348524944468,0.47188784643925774,0.848536491394043,0.5968263917069889,0.5280188011537432,0.8313611745834351
2,4.222222222222221,0.24525296074008612,0.09274952992682238,0.41924398625429554,0.15679372943683623,0.4311221211855728,0.7722148299217224,0.3432882130064753,0.46574242810954913,0.8933615684509277
3,3.8,0.212652893615412,1.4866398010690659e-09,0.14475557664926436,0.10588152692054072,0.3705383890976942,0.5068708062171936,0.21317594319873875,0.16313385537112896,0.639326810836792
4,3.1428571428571432,0.197558880635221,1.2081477414197995e-05,0.18456883509833585,0.14677850912043228,0.1337123874130067,0.5647680163383484,0.1511049400435022,0.11023474066202084,0.5677840709686279
5,4.625,0.13280777276100175,0.06138625334568747,0.30697340043134436,0.22233215214370083,0.010673777276543783,0.7159401774406433,0.23965105404669174,0.9243513337506102,0.912114143371582
6,1.1666666666666667,0.13406400919640277,2.4013157340113036e-13,0.12944297082228118,0.05979965423766328,0.0008829156286150521,0.43838590383529663,0.1269579061703836,0.1681429136086557,0.5480070114135742
7,4.4,0.17377394342148297,0.17377394341922303,0.49193548387096775,0.2584226607004963,0.013066794073512437,0.7709011435508728,0.17669444163572953,1.0896354570019138,0.9599446654319763
8,4.5555555555555545,0.47236655270727423,0.47236655270628747,0.693181818181818,0.2873038915182248,0.016568111553981055,0.8438568711280823,0.48322509914291345,0.7057521868909362,0.861632764339447
9,3.4,0.11156508006181881,7.423961951319726e-10,0.11787439613526571,0.10377720164739204,2.1907704970272065e-05,0.5415657758712769,0.10149387883487228,0.2529655034982232,0.6103436946868896
10,3.0,0.060708880427141655,6.52136865952814e-10,0.1472540736270368,0.088298722401791,0.0004283446532002698,0.6200403571128845,0.06381901799607556,0.17904911850752475,0.6193723082542419
11,1.625,0.1885618417155326,0.12048764314278633,0.22230320699708456,0.1430761411035389,0.42052133317493184,0.5322875380516052,0.08781923255118974,0.29538772572132505,0.5211243033409119
12,1.5,0.17209058571072058,9.211381820098517e-06,0.17221908526256355,0.0756737442716612,0.011078296303983685,0.3977363407611847,0.04702393634935675,0.18493940447402407,0.506568968296051
